Date,VBTIX,GE,WMT,IBM,SPX
2010-10-20,82.74,15.428,53.47,139.07,1178.17
2010-10-21,82.67,15.4761,54.03,139.83,1180.26
2010-10-22,82.62,15.4329,54.06,139.67,1183.08
2010-10-25,82.67,15.4377,53.95,139.84,1185.62
2010-10-26,82.44,15.5338,54.56,140.67,1185.64
2010-10-27,82.27,15.4857,53.87,141.43,1182.45
2010-10-28,82.55,15.4569,54.08,140.9,1183.78
2010-10-29,82.7,15.3992,54.17,143.6,1183.26
2010-11-01,82.47,15.3319,54.31,143.32,1184.38
2010-11-02,82.61,15.3223,54.79,143.84,1193.57
2010-11-03,82.7,15.4377,54.91,144.17,1197.96
2010-11-04,82.96,15.8702,55.36,146.79,1221.06
2010-11-05,82.61,16.0817,55.2,146.92,1225.85
2010-11-08,82.63,16.0625,54.91,146.46,1223.25
2010-11-09,82.21,15.976,55.05,146.14,1213.4
2010-11-10,82.18,15.9087,54.51,146.55,1218.71
2010-11-11,82.21,15.7164,54.34,145.43,1213.54
2010-11-12,81.84,15.6203,54.13,143.74,1199.21
2010-11-15,81.45,15.5722,53.95,143.64,1197.75
2010-11-16,81.72,15.2454,54.26,142.24,1178.34
2010-11-17,81.74,15.1974,53.77,141.95,1178.59
2010-11-18,81.74,15.4184,53.98,144.36,1196.69
2010-11-19,81.76,15.5915,54.39,145.05,1199.73
2010-11-22,82,15.4088,54.38,145.39,1197.84
2010-11-23,82.02,15.1493,53.67,143.18,1180.73
2010-11-24,81.63,15.3223,54.01,145.81,1198.35
2010-11-25,81.63,15.3223,54.01,145.81,1198.35
2010-11-26,81.82,15.2166,53.74,144.11,1189.4
2010-11-29,81.88,15.3512,53.85,142.89,1187.76
2010-11-30,81.91,15.2166,54.09,141.46,1180.55
2010-12-01,81.19,15.6684,54.7,144.41,1206.07
2010-12-02,81.12,16.0336,54.75,145.18,1221.53
2010-12-03,81.25,16.1298,54.62,145.38,1224.71
2010-12-06,81.52,16.0529,54.49,144.99,1223.12
2010-12-07,80.93,16.3701,55.09,144.02,1223.75
2010-12-08,80.51,16.3797,54.49,144.98,1228.28
2010-12-09,80.58,16.4662,54.34,144.3,1233
2010-12-10,80.32,17.0333,54.28,144.82,1240.4
2010-12-13,80.53,16.9372,54.21,144.28,1240.46
2010-12-14,80.02,17.0045,54.45,145.82,1241.59
2010-12-15,79.77,16.8122,54.23,144.72,1235.23
2010-12-16,79.95,17.0814,54.63,144.55,1242.87
2010-12-17,80.44,17.0141,54.41,145,1243.91
2010-12-20,80.49,17.0141,53.77,144.51,1247.08
2010-12-21,80.58,17.2064,53.65,145.74,1254.6
2010-12-22,80.49,17.3602,53.31,145.95,1258.84
2010-12-23,80.4,17.3409,53.6,145.89,1256.77
2010-12-24,80.4,17.3409,53.6,145.89,1256.77
2010-12-27,80.04,17.4851,53.57,145.34,1257.54
2010-12-28,79.52,17.6101,53.74,145.71,1258.51
2010-12-29,79.99,17.562,54.08,146.52,1259.78
2010-12-30,80,17.4851,54.07,146.67,1257.88
2010-12-31,80.27,17.5813,53.93,146.76,1257.64
2011-01-03,80.17,17.5716,54.56,147.48,1271.87
2011-01-04,80.18,17.8888,54.77,147.64,1270.2
2011-01-05,79.83,17.9177,54.41,147.05,1276.56
2011-01-06,79.9,17.8408,53.96,148.66,1273.85
2011-01-07,80.2025,17.7158,54.08,147.93,1271.5
2011-01-10,80.39,17.7927,53.73,147.64,1269.75
2011-01-11,80.23,17.9081,54.29,147.28,1274.48
2011-01-12,80.18,17.9465,54.85,149.1,1285.96
2011-01-13,80.43,17.8792,54.79,148.82,1283.76
2011-01-14,80.32,18.0883,54.81,150,1293.24
2011-01-17,80.32,18.0883,54.81,150,1293.24
2011-01-18,80.24,17.8792,55.14,150.65,1295.02
2011-01-19,80.34,17.6197,55.03,155.69,1281.92
2011-01-20,80.04,17.7158,55.99,155.8,1280.26
2011-01-21,80.2,18.9751,55.73,155.5,1283.35
2011-01-24,80.19,19.2634,56.05,159.63,1290.84
2011-01-25,80.4,19.2058,57.26,161.44,1291.18
2011-01-26,80.12,19.1481,57.32,161.04,1296.63
2011-01-27,80.28,19.4941,57.57,161.07,1299.54
2011-01-28,80.45,19.4172,56.7,159.21,1276.34
2011-01-31,80.34,19.3596,56.07,162,1286.12
2011-02-01,79.96,19.994,56.33,163.56,1307.59
2011-02-02,79.87,19.9075,55.86,163.3,1304.03
2011-02-03,79.6,19.9459,55.92,163.53,1307.1
2011-02-04,79.33,19.7633,56.03,164,1310.87
2011-02-07,79.34,20.0613,56.07,164.82,1319.05
2011-02-08,79.09,20.4554,56.38,166.05,1324.57
2011-02-09,79.28,20.4842,56.73,164.65,1320.88
2011-02-10,79.03,20.4458,55.59,164.09,1321.87
2011-02-11,79.3,20.5034,55.69,163.85,1329.15
2011-02-14,79.39,20.6669,54.8,163.22,1332.32
2011-02-15,79.5,20.6284,54.95,162.84,1328.01
2011-02-16,79.53,20.6092,54.55,163.4,1336.32
2011-02-17,79.65,20.6861,54.75,164.24,1340.43
2011-02-18,79.65,20.6092,55.38,164.84,1343.01
2011-02-21,79.65,20.6092,55.38,164.84,1343.01
2011-02-22,79.95,20.0132,53.67,161.95,1315.44
2011-02-23,79.94,19.5806,53.03,160.18,1307.4
2011-02-24,80.02,19.7825,52.09,160.77,1306.1
2011-02-25,80.24,20.0132,51.75,162.28,1319.88
2011-02-28,80.35,20.1093,51.98,161.88,1327.22
2011-03-01,80.1,19.4653,52.07,159.97,1306.33
2011-03-02,79.94,19.5326,51.97,160.16,1308.44
2011-03-03,79.62,19.9459,52.01,163.48,1330.97
2011-03-04,79.89,19.5806,52.07,161.83,1321.15
2011-03-07,79.88,19.5903,52.02,159.93,1310.13
2011-03-08,79.81,19.8282,52.44,162.28,1321.82
2011-03-09,79.95,19.8306,52.67,165.86,1320.02
2011-03-10,80.32,19.3211,52.65,162.02,1295.11
2011-03-11,80.33,19.571,52.59,162.43,1304.28
2011-03-14,80.41,19.1481,52.32,161.39,1296.39
2011-03-15,80.46,18.8501,52.06,159.02,1281.87
2011-03-16,80.84,18.2157,51.38,153,1256.88
2011-03-17,80.7201,18.4752,51.37,154.18,1273.72
2011-03-18,80.71,18.5041,51.52,155.89,1279.2
2011-03-21,80.48,18.9558,51.92,157.68,1298.38
2011-03-22,80.45,18.7347,52,158,1293.77
2011-03-23,80.42,18.7732,51.64,159.53,1297.54
2011-03-24,80.29,19.0135,52.59,160.04,1309.66
2011-03-25,80.18,18.9847,52.35,162.18,1313.8
2011-03-28,80.11,18.9847,52.19,161.37,1310.19
2011-03-29,79.97,19.0904,52.26,162.88,1319.44
2011-03-30,80.11,19.3307,52.36,163.6,1328.26
2011-03-31,80.02,19.273,52.05,163.07,1325.83
2011-04-01,79.89,19.5518,52.13,164.27,1332.41
2011-04-04,79.99,19.7345,52.65,164.25,1332.87
2011-04-05,79.81,19.5422,52.74,163.99,1332.63
2011-04-06,79.6918,19.7537,52.98,164.04,1335.54
2011-04-07,79.67,19.5614,53,164.38,1333.51
2011-04-08,79.62,19.4076,52.54,164.05,1328.17
2011-04-11,79.63,19.398,52.82,163.95,1324.46
2011-04-12,79.91,19.2346,53.52,163.25,1314.16
2011-04-13,80.06,19.1673,53.63,163.95,1314.41
2011-04-14,80.02,19.225,53.5,164.97,1314.52
2011-04-15,80.27,19.2634,53.55,166.21,1319.68
2011-04-18,80.36,19.2058,53.31,165.94,1305.14
2011-04-19,80.49,19.4844,53.35,165.4,1312.62
2011-04-20,80.38,19.6095,53.69,164.75,1330.36
2011-04-21,80.44,19.1769,53.58,168.28,1337.38
2011-04-22,80.44,19.1769,53.58,168.28,1337.38
2011-04-25,80.49,19.1193,53.37,167.67,1335.25
2011-04-26,80.74,19.3211,53.91,168.49,1347.24
2011-04-27,80.7,19.8498,54.42,170.37,1355.66
2011-04-28,80.85,19.8017,54.69,170.78,1360.48
2011-04-29,80.96,19.6575,54.98,170.58,1363.61
2011-05-02,80.76,19.6864,55.04,172.15,1361.22
2011-05-03,80.85,19.8402,55.46,172.87,1356.62
2011-05-04,80.95,19.4845,55.37,170.62,1347.32
2011-05-05,81.13,19.1289,55.07,168.46,1335.1
2011-05-06,81.19,19.2346,55.02,168.89,1340.2
2011-05-09,81.26,19.2923,55.1,169.1,1346.29
2011-05-10,81.05,19.5134,55.53,170.38,1357.16
2011-05-11,81.15,19.3115,55.17,169.5,1342.08
2011-05-12,81.071,19.3596,55.72,172.24,1348.65
2011-05-13,81.19,19.1193,55.72,169.92,1337.77
2011-05-16,81.38,18.9943,56.06,168.86,1329.47
2011-05-17,81.51,18.8309,55.54,170.5,1328.98
2011-05-18,81.28,18.9943,55.18,170.44,1340.68
2011-05-19,81.25,19.1865,55.48,170.59,1343.6
2011-05-20,81.32,18.8597,55.29,170.16,1333.27
2011-05-23,81.37,18.6386,55.22,168.26,1317.37
2011-05-24,81.42,18.3599,54.78,167.99,1316.28
2011-05-25,81.45,18.4752,54.56,167.75,1320.47
2011-05-26,81.56,18.6675,54.62,167.18,1325.69
2011-05-27,81.59,18.6867,54.7,167.5,1331.1
2011-05-30,81.59,18.6867,54.7,167.5,1331.1
2011-05-31,81.69,18.8789,55.22,168.93,1345.2
2011-06-01,81.86,18.3887,54.3,166.56,1314.55
2011-06-02,81.53,18.3503,53.55,166.09,1312.94
2011-06-03,81.67,18.0907,53.66,165.05,1300.16
2011-06-06,81.62,17.7447,53.76,164.75,1286.17
2011-06-07,81.72,17.7639,53.83,163.69,1284.94
2011-06-08,81.88,17.7927,53.69,164.34,1279.56
2011-06-09,81.69,17.86,53.62,164.84,1289
2011-06-10,81.79,17.6101,52.72,163.18,1270.98
2011-06-13,81.71,17.6774,52.62,163.17,1271.83
2011-06-14,81.37,17.8792,52.91,164.12,1287.87
2011-06-15,81.7,17.6774,52.32,162.33,1265.42
2011-06-16,81.75,17.7254,52.83,162.67,1267.64
2011-06-17,81.83,17.7735,52.82,164.44,1271.5
2011-06-20,81.73,17.7639,53.04,165.02,1278.36
2011-06-21,81.75,18.0811,53.29,166.22,1295.52
2011-06-22,81.77,17.8408,53.01,165.68,1287.14
2011-06-23,81.97,17.6678,53.29,166.12,1283.5
2011-06-24,82.05,17.2736,52.41,165.07,1268.45
2011-06-27,81.81,17.5716,52.29,167.62,1280.1
2011-06-28,81.51,17.7254,52.53,170.01,1296.67
2011-06-29,81.33,17.8408,52.64,170.54,1307.41
2011-06-30,81.16,18.1292,53.14,171.55,1320.64
2011-07-01,80.98,18.456,53.51,174.54,1339.67
2011-07-04,80.98,18.456,53.51,174.54,1339.67
2011-07-05,81.25,18.3022,53.39,175.43,1337.88
2011-07-06,81.3,18.3118,53.72,177.71,1339.22
2011-07-07,81.13,18.5521,54.49,176.48,1353.22
2011-07-08,81.55,18.2541,54.08,176.49,1343.8
2011-07-11,81.79,17.9081,53.87,174.99,1319.49
2011-07-12,81.87,17.6678,53.94,174.05,1313.64
2011-07-13,81.98,17.7927,54.02,174.32,1317.72
2011-07-14,81.67,17.812,53.63,174.23,1308.87
2011-07-15,81.82,17.6966,53.63,175.54,1316.14
2011-07-18,81.71,17.5813,53.32,175.28,1305.44
2011-07-19,81.93,17.86,53.97,185.21,1326.73
2011-07-20,81.8,18.0619,53.89,183.65,1325.84
2011-07-21,81.62,18.4175,54.47,184.9,1343.8
2011-07-22,81.84,18.3022,54.52,185.18,1345.02
2011-07-25,81.57,18.2253,53.97,183.7,1337.43
2011-07-26,81.77,17.8408,53.59,182.93,1331.94
2011-07-27,81.6,17.4082,53.25,181.35,1304.89
2011-07-28,81.84,17.4082,52.99,181.8,1300.67
2011-07-29,82.26,17.216,52.71,181.85,1292.28
2011-08-01,82.3,17.2736,52.62,180.75,1286.94
2011-08-02,82.65,16.5431,51.68,178.05,1254.05
2011-08-03,82.71,16.793,51.28,178.83,1260.34
2011-08-04,83.21,15.8318,50.1,171.48,1200.07
2011-08-05,82.67,15.8702,50.85,172.98,1199.38
2011-08-08,83.06,14.8321,48.92,166.22,1119.46
2011-08-09,83.35,15.3416,50.82,170.61,1172.53
2011-08-10,84.01,14.5053,48.41,162.54,1120.76
2011-08-11,83.2,15.0724,49.73,166.73,1172.64
2011-08-12,83.47,15.2646,49.75,168.2,1178.81
2011-08-15,83.33,15.7549,49.98,172.99,1204.49
2011-08-16,83.58,15.5242,51.92,171.24,1192.76
2011-08-17,83.7266,15.6011,51.55,171.48,1193.89
2011-08-18,83.91,14.7456,51.79,163.83,1140.65
2011-08-19,83.99,14.5053,52.3,157.54,1123.53
2011-08-22,83.8,14.5245,52.19,158.98,1123.82
2011-08-23,83.55,14.9378,53.21,164.32,1162.35
2011-08-24,83.07,15.1108,53.37,166.76,1177.6
2011-08-25,83.3,14.8513,52.7,165.58,1159.27
2011-08-26,83.4,14.9378,52.9,169.14,1176.8
2011-08-29,83.2,15.4184,53.19,172.62,1210.08
2011-08-30,83.51,15.4953,52.82,172.51,1212.92
2011-08-31,83.4,15.678,53.19,171.91,1218.89
2011-09-01,83.54,15.5722,52.65,170.33,1204.42
2011-09-02,83.77,15.1493,52.03,166.98,1173.97
2011-09-05,83.77,15.1493,52.03,166.98,1173.97
2011-09-06,83.89,14.6591,51.68,165.11,1165.24
2011-09-07,83.7,15.1878,52.42,167.31,1198.62
2011-09-08,83.81,14.9859,52.21,165.25,1185.9
2011-09-09,83.88,14.5053,51.36,161.37,1154.23
2011-09-12,83.63,14.4284,51.82,162.42,1162.27
2011-09-13,83.54,14.8129,51.59,163.43,1172.87
2011-09-14,83.72,15.1781,52.2,167.24,1188.68
2011-09-15,83.56,15.4569,52.51,170.09,1209.11
2011-09-16,83.53,15.6972,52.65,172.99,1216.01
2011-09-19,83.79,15.553,52.45,173.13,1204.09
2011-09-20,83.9,15.4184,52.29,174.72,1202.09
2011-09-21,84.13,14.784,51.32,173.02,1166.76
2011-09-22,84.33,14.4572,50.28,168.62,1129.56
2011-09-23,84.05,14.6206,50.8,169.34,1136.43
2011-09-26,83.79,14.9667,51.83,174.51,1162.95
2011-09-27,83.62,15.1493,52.03,177.71,1175.38
2011-09-28,83.44,14.8513,51.31,177.55,1151.06
2011-09-29,83.43,15.2454,51.93,179.17,1160.4
2011-09-30,83.74,14.6302,51.9,174.87,1131.42
2011-10-03,84,14.1208,51.96,173.29,1099.23
2011-10-04,83.67,14.2842,52.88,174.74,1123.95
2011-10-05,83.31,14.6783,52.65,176.85,1144.03
2011-10-06,83.26,14.9282,52.75,181.69,1164.97
2011-10-07,83.08,14.8994,53.7,182.39,1155.46
2011-10-10,82.96,15.5146,54.81,186.62,1194.89
2011-10-11,82.92,15.5146,54.72,185,1195.54
2011-10-12,82.9,15.7645,55.2,186.12,1207.25
2011-10-13,83,15.5915,55.02,186.82,1203.66
2011-10-14,82.85,15.9567,55.46,190.53,1224.58
2011-10-17,83.14,15.6011,54.78,186.59,1200.86
2011-10-18,83.05,16.0625,55.89,178.9,1225.38
2011-10-19,83.27,15.8798,56.25,177.39,1209.88
2011-10-20,83.23,15.9856,56.37,177.25,1215.39
2011-10-21,83.1,15.678,56.92,181.63,1238.25
2011-10-24,83.16,15.8126,56.78,182.25,1254.19
2011-10-25,83.59,15.5915,56.71,180.36,1229.05
2011-10-26,83.38,15.7164,57.37,181.97,1242
2011-10-27,82.95,16.6969,57.81,185.88,1284.59
2011-10-28,83.25,16.5816,57.15,187.45,1285.09
2011-10-31,83.62,16.0625,56.72,184.63,1253.3
2011-11-01,84.03,15.3992,56.23,181.35,1218.28
2011-11-02,83.98,15.6203,56.86,183.92,1237.9
2011-11-03,83.77,16.024,57.42,187.3,1261.15
2011-11-04,83.89,15.7549,57.5,186.38,1253.23
2011-11-07,83.91,15.7549,57.94,187.32,1261.12
2011-11-08,83.65,15.8414,59.32,187.25,1275.92
2011-11-09,83.75,15.2358,58.05,182.24,1229.1
2011-11-10,83.65,15.4377,58.13,183.35,1239.69
2011-11-11,83.59,15.6684,59.2,187.38,1263.85
2011-11-14,83.596,15.4761,58.89,187.35,1251.78
2011-11-15,83.55,15.5722,57.46,188.75,1257.81
2011-11-16,83.71,15.3319,56.68,186.62,1236.91
2011-11-17,83.67,15.034,56.73,185.73,1216.13
2011-11-18,83.62,15.0436,57.23,185.24,1215.65
2011-11-21,83.6,14.6494,56.66,181.48,1192.98
2011-11-22,83.69,14.4091,56.85,181.31,1188.04
2011-11-23,83.78,14.1592,56.64,177.95,1161.79
2011-11-24,83.78,14.1592,56.64,177.95,1161.79
2011-11-25,83.662,14.1304,56.89,177.06,1158.67
2011-11-28,83.66,14.2265,57.25,182.21,1192.55
2011-11-29,83.54,14.3418,58.17,180.94,1195.19
2011-11-30,83.36,15.2935,58.9,188,1246.96
2011-12-01,83.13,15.2935,58.61,189.45,1244.58
2011-12-02,83.4,15.4665,58.09,189.66,1244.28
2011-12-05,83.41,15.6972,58.34,190.84,1257.08
2011-12-06,83.3,16.0721,58.78,192.94,1258.47
2011-12-07,83.41,16.0913,58.51,194.05,1261.01
2011-12-08,83.6,15.678,57.98,191.58,1234.35
2011-12-09,83.4,16.1874,58.32,194.56,1255.19
2011-12-12,83.49,15.8222,58.09,192.18,1236.47
2011-12-13,83.7,15.7837,57.6,191.15,1225.73
2011-12-14,83.86,15.9663,57.65,188.72,1211.82
2011-12-15,83.82,16.1394,57.95,187.48,1215.75
2011-12-16,84.05,16.3508,58.27,183.57,1219.66
2011-12-19,84.02,16.2066,57.78,182.89,1205.35
2011-12-20,83.85,16.6104,59.19,187.24,1241.3
2011-12-21,83.62,17.0045,59.39,181.47,1243.72
2011-12-22,83.78,17.3505,59.19,182.04,1254
2011-12-23,83.29,17.5236,59.99,184.75,1265.33
2011-12-26,83.29,17.5236,59.99,184.75,1265.33
2011-12-27,83.09,17.3121,59.83,184.95,1265.43
2011-12-28,83.41,17.1391,59.73,183.99,1249.64
2011-12-29,83.48,17.3698,59.99,186.18,1263.02
2011-12-30,83.54,17.216,59.76,183.88,1257.6
2012-01-02,83.54,17.216,59.76,183.88,1257.6
2012-01-03,83.28,17.6485,60.33,186.3,1277.06
2012-01-04,83.32,17.8408,59.71,185.54,1277.3
2012-01-05,83.29,17.8312,59.42,184.66,1281.06
2012-01-06,83.34,17.9273,59,182.54,1277.81
2012-01-09,83.41,18.1292,59.18,181.59,1280.7
2012-01-10,83.37,17.9946,59.04,181.31,1292.08
2012-01-11,83.57,18.1484,59.4,182.32,1292.48
2012-01-12,83.45,18.1964,59.5,180.55,1295.5
2012-01-13,83.7,18.1099,59.54,179.16,1289.09
2012-01-16,83.7,18.1099,59.54,179.16,1289.09
2012-01-17,83.63,18.0138,59.85,180,1293.67
2012-01-18,83.61,18.283,60.01,181.07,1308.04
2012-01-19,83.53,18.4079,60.61,180.52,1314.5
2012-01-20,83.37,18.4079,61.01,188.52,1315.38
2012-01-23,83.27,18.2061,60.91,189.98,1316
2012-01-24,83.29,18.1099,61.39,191.93,1314.65
2012-01-25,83.53,18.3887,61.47,191.73,1326.05
2012-01-26,83.75,18.331,60.97,190.98,1318.43
2012-01-27,83.9,18.2926,60.71,190.46,1316.33
2012-01-30,84,18.1676,61.3,192.5,1313.01
2012-01-31,84.07,17.985,61.36,192.6,1312.41
2012-02-01,83.78,18.0426,62.18,192.62,1324.09
2012-02-02,83.91,18.0234,61.94,191.53,1325.54
2012-02-03,83.8,18.283,62.03,193.64,1344.9
2012-02-06,83.84,18.3118,61.88,192.82,1344.33
2012-02-07,83.73,18.4368,61.69,193.35,1347.05
2012-02-08,83.63,18.4944,61.62,192.95,1349.96
2012-02-09,83.64,18.3887,61.96,193.13,1351.95
2012-02-10,83.695,18.1436,61.9,192.42,1342.64
2012-02-13,83.69,18.331,61.79,192.62,1351.77
2012-02-14,83.8,18.2061,62.22,192.22,1350.5
2012-02-15,83.69,18.033,61.76,192.25,1343.23
2012-02-16,83.7,18.2733,62.04,193.02,1358.04
2012-02-17,83.51,18.5329,62.48,193.42,1361.23
2012-02-20,83.51,18.5329,62.48,193.42,1361.23
2012-02-21,83.46,18.6579,60.07,193.39,1362.21
2012-02-22,83.74,18.6386,58.6,193.87,1357.66
2012-02-23,83.78,18.5617,58.54,197.61,1363.46
2012-02-24,83.84,18.4944,58.79,197.76,1365.74
2012-02-27,83.99,18.331,58.46,197.53,1367.59
2012-02-28,83.98,18.4175,58.93,197.98,1372.18
2012-02-29,83.9,18.3118,59.08,196.73,1365.68
2012-03-01,83.57,18.3791,58.82,197.53,1374.09
2012-03-02,83.74,18.2349,59.01,198.81,1369.63
2012-03-05,83.57,18.1196,59.4,200.66,1364.33
2012-03-06,83.71,17.7062,58.965,197.26,1343.36
2012-03-07,83.73,18.0426,59.86,197.77,1352.63
2012-03-08,83.6,18.2926,59.77,199.81,1365.91
2012-03-09,83.52,18.3022,60.08,200.62,1370.87
2012-03-12,83.58,18.3887,60.68,201,1371.09
2012-03-13,83.33,18.8309,61,203.78,1395.95
2012-03-14,82.84,19.0231,61.08,204.72,1394.28
2012-03-15,82.86,19.3788,61.23,206,1402.6
2012-03-16,82.85,19.4172,60.84,206.01,1404.17
2012-03-19,82.63,19.4268,60.74,205.72,1409.75
2012-03-20,82.65,19.2923,60.6,204.25,1405.52
2012-03-21,82.89,19.2923,60.56,204.69,1402.89
2012-03-22,83.01,19.0808,60.65,205.49,1392.78
2012-03-23,83.16,19.0135,60.75,205.48,1397.11
2012-03-26,83.15,19.273,61.2,207.77,1416.51
2012-03-27,83.29,19.2634,61.09,207.18,1412.52
2012-03-28,83.27,19.2346,61.19,207.29,1405.54
2012-03-29,83.45,19.1769,60.82,208.27,1403.28
2012-03-30,83.28,19.2923,61.2,208.65,1408.47
2012-04-02,83,19.2442,61.36,209.47,1419.04
2012-04-03,82.69,19.1865,60.65,209.5,1413.38
2012-04-04,82.92,18.9751,60.26,206.05,1398.96
2012-04-05,83.08,18.7347,60.67,205.47,1398.08
2012-04-06,83.08,18.7347,60.67,205.47,1398.08
2012-04-09,83.37,18.456,60.13,204.94,1382.2
2012-04-10,83.61,18.0138,59.93,202.33,1358.59
2012-04-11,83.49,18.2733,59.8,202.58,1368.71
2012-04-12,83.5,18.5521,60.14,205.32,1387.57
2012-04-13,83.71,18.1484,59.77,202.8,1370.26
2012-04-16,83.71,18.1676,60.58,202.72,1369.57
2012-04-17,83.7,18.5906,61.87,207.45,1390.78
2012-04-18,83.76,18.3599,62.06,200.13,1385.14
2012-04-19,83.74,18.3983,61.75,199.51,1376.92
2012-04-20,83.73,18.6098,62.45,199.6,1378.53
2012-04-23,83.83,18.331,59.54,198.62,1366.94
2012-04-24,83.73,18.7828,57.77,200,1371.97
2012-04-25,83.71,18.6963,57.36,203.57,1390.69
2012-04-26,83.82,18.8597,58.95,205.58,1399.98
2012-04-27,83.87,19.0135,59.03,206.81,1403.36
2012-04-30,83.92,18.8213,58.91,207.08,1397.91
2012-05-01,83.6089,19.0327,59.07,208,1405.82
2012-05-02,83.74,19.0039,59.01,208.06,1402.31
2012-05-03,83.85,18.8501,58.99,207.24,1391.57
2012-05-04,83.94,18.5906,58.7,204.99,1369.1
2012-05-07,83.91,18.5713,59.19,203.75,1369.58
2012-05-08,83.99,18.5041,59.05,201.48,1363.72
2012-05-09,83.94,18.1772,59.03,201.23,1354.58
2012-05-10,83.89,18.3503,59.19,200.6,1357.99
2012-05-11,83.95,18.2733,59.42,201.17,1353.39
2012-05-14,84.1,17.8792,59.07,199.44,1338.35
2012-05-15,84.12,17.687,59.35,199.04,1330.66
2012-05-16,84.07,18.2637,59.19,199.73,1324.8
2012-05-17,84.14,18.1484,61.68,197.89,1304.86
2012-05-18,84.09,18.2157,62.43,195.88,1295.22
2012-05-21,84.1,18.3791,63.04,197.76,1315.99
2012-05-22,83.96,18.4368,63.73,196.82,1316.63
2012-05-23,84.02,18.4368,64.58,196.12,1318.86
2012-05-24,83.93,18.5041,65.07,196.09,1320.68
2012-05-25,84.03,18.456,65.31,194.3,1317.82
2012-05-28,84.03,18.456,65.31,194.3,1317.82
2012-05-29,84.03,18.6002,65.68,196.46,1332.42
2012-05-30,84.35,18.3022,65.44,194.53,1313.32
2012-05-31,84.51,18.3503,65.82,192.9,1310.33
2012-06-01,84.62,17.8216,65.55,189.08,1278.04
2012-06-04,84.41,17.4467,65.99,188.54,1278.18
2012-06-05,84.24,17.5332,65.5,189.2,1285.5
2012-06-06,84.08,18.1484,65.93,193.99,1315.13
2012-06-07,84.11,18.2637,65.87,194.44,1314.99
2012-06-08,84.16,18.456,68.22,195.14,1325.66
2012-06-11,84.23,18.3695,67.53,192.51,1308.93
2012-06-12,84.1,18.7251,67.72,194.55,1324.18
2012-06-13,84.28,18.6194,67.07,193.1,1314.88
2012-06-14,84.23,18.9558,67.63,195.1,1329.1
2012-06-15,84.42,19.225,67.75,199.1,1342.84
2012-06-18,84.43,18.9847,68.12,198.29,1344.78
2012-06-19,84.32,19.225,67.81,198.93,1357.98
2012-06-20,84.16,19.3211,68.52,198.78,1355.69
2012-06-21,84.3,18.7732,67.7,193.39,1325.51
2012-06-22,84.13,19.0424,67.3,193.7,1335.02
2012-06-25,84.35,18.7636,68.18,192.86,1313.72
2012-06-26,84.26,19.0327,68.58,191.95,1319.99
2012-06-27,84.35,19.3499,68.59,193,1331.85
2012-06-28,84.44,19.4172,68.3,191.4,1329.04
2012-06-29,84.38,20.0324,69.72,195.58,1362.16
2012-07-02,84.37,19.696,69.35,195.83,1365.51
2012-07-03,84.25,19.6383,70.75,195.93,1374.02
2012-07-04,84.25,19.6383,70.75,195.93,1374.02
2012-07-05,84.49,19.5422,71.08,195.29,1367.58
2012-07-06,84.57,19.225,71.36,191.41,1354.68
2012-07-09,84.73,19.2634,71.76,189.67,1352.46
2012-07-10,84.81,18.8597,72.11,186.26,1341.47
2012-07-11,84.69,18.9174,72.26,185.25,1341.45
2012-07-12,84.85,18.6867,72.31,183.09,1334.76
2012-07-13,84.86,19.0039,73.18,186.01,1356.78
2012-07-16,84.91,18.8309,72.98,184.79,1353.64
2012-07-17,84.88,18.9558,73.1,183.65,1363.67
2012-07-18,85.02,19.0712,72.85,188.25,1372.78
2012-07-19,85,19.0327,71.53,195.34,1376.51
2012-07-20,85.16,19.1,72.25,192.45,1362.66
2012-07-23,85.2,19.3115,71.85,190.83,1350.52
2012-07-24,85.3,19.1961,72.14,190.34,1338.31
2012-07-25,85.36,19.225,72.08,191.08,1337.89
2012-07-26,85.3,19.7633,73.67,193.95,1360.02
2012-07-27,84.98,20.1093,74.52,196.39,1385.97
2012-07-30,85.14,19.994,74.98,196.68,1385.3
2012-07-31,85.23,19.9459,74.43,195.98,1379.32
2012-08-01,84.94,19.9267,73.62,195.18,1375.14
2012-08-02,85.1,19.7248,74.05,194.45,1365
2012-08-03,84.79,20.1478,74.55,198.52,1390.99
2012-08-06,84.87,20.1574,74.28,198.76,1394.23
2012-08-07,84.65,20.3016,73.99,199.93,1401.35
2012-08-08,84.63,20.1958,74.31,199.03,1402.22
2012-08-09,84.58,20.2439,73.85,198.42,1402.8
2012-08-10,84.68,20.2824,73.68,199.29,1405.87
2012-08-13,84.69,20.1766,73.4,199.01,1404.11
2012-08-14,84.48,20.1286,74.01,198.29,1403.93
2012-08-15,84.18,20.1478,74.45,198.4,1405.53
2012-08-16,84.09,20.2343,72.15,200.84,1415.51
2012-08-17,84.23,20.1862,71.99,201.22,1418.16
2012-08-20,84.19,20.1189,72.3,200.5,1418.13
2012-08-21,84.34,20.042,71.43,198.65,1413.17
2012-08-22,84.68,19.9748,71.77,197.25,1413.49
2012-08-23,84.72,19.8402,71.56,195.7,1402.08
2012-08-24,84.72,19.994,72.11,197.77,1411.13
2012-08-27,84.85,20.042,72.5,195.69,1410.44
2012-08-28,84.88,20.0036,72.41,194.87,1409.3
